1,2,3
-57.2500E-03,+11.0939445E+00,+23.6077E-03
-57.1340E-03,+10.9136167E+00,+23.0334E-03
-57.0180E-03,+10.7235234E+00,+22.4147E-03
-56.9020E-03,+10.5282109E+00,+21.7002E-03
-56.7860E-03,+10.3328984E+00,+20.9346E-03
-56.6700E-03,+10.1330394E+00,+20.0798E-03
-56.5540E-03,+9.9279613E+00,+19.1228E-03
-56.4380E-03,+9.7228831E+00,+18.1212E-03
-56.3220E-03,+9.5178050E+00,+17.0239E-03
-56.2060E-03,+9.3127269E+00,+15.8309E-03
-56.0900E-03,+9.1076488E+00,+14.5422E-03
-55.9740E-03,+8.9025706E+00,+13.1133E-03
-55.8580E-03,+8.6883995E+00,+11.4929E-03
-55.7420E-03,+8.4683366E+00,+9.6812E-03
-55.6260E-03,+8.2534929E+00,+7.6780E-03
-55.5100E-03,+8.0431956E+00,+5.5280E-03
-55.3940E-03,+7.8381175E+00,+3.1931E-03
-55.2780E-03,+7.6284929E+00,+571.2E-06
-55.1620E-03,+7.4227421E+00,-2.3379E-03
-55.0460E-03,+7.2228831E+00,-5.7123E-03
-54.9300E-03,+7.0132585E+00,-9.7120E-03
-54.8140E-03,+6.8029613E+00,-14.4197E-03
-54.6980E-03,+6.5978831E+00,-19.9441E-03
-54.5820E-03,+6.3837120E+00,-26.4123E-03
-54.4660E-03,+6.1636491E+00,-34.0736E-03
-54.3500E-03,+5.9533519E+00,-43.3354E-03
-54.2340E-03,+5.7528202E+00,-54.6516E-03
-54.1180E-03,+5.5529613E+00,-67.6722E-03
-54.0020E-03,+5.3433366E+00,-80.7340E-03
-53.8860E-03,+5.1330394E+00,-90.0499E-03
-53.7700E-03,+4.9234148E+00,-90.5411E-03
-53.6540E-03,+4.7131175E+00,-81.6421E-03
-53.5380E-03,+4.5080394E+00,-68.2518E-03
-53.4220E-03,+4.2938683E+00,-54.5713E-03
-53.3060E-03,+4.0783519E+00,-42.6250E-03
-53.1900E-03,+3.8732738E+00,-32.7974E-03
-53.0740E-03,+3.6727421E+00,-24.6610E-03
-52.9580E-03,+3.4728831E+00,-17.8265E-03
-52.8420E-03,+3.2678050E+00,-12.0514E-03
-52.7260E-03,+3.0672734E+00,-7.1442E-03
-52.6100E-03,+2.8719609E+00,-3.0471E-03
-52.4940E-03,+2.6766484E+00,+411.4E-06
-52.3780E-03,+2.4813359E+00,+3.4425E-03
-52.2620E-03,+2.2951163E+00,+6.1288E-03
-52.1460E-03,+2.1102421E+00,+8.6237E-03
-52.0300E-03,+1.9194761E+00,+10.8380E-03
-51.9140E-03,+1.7293827E+00,+12.7587E-03
-51.7980E-03,+1.5386167E+00,+14.4879E-03
-51.6820E-03,+1.3530699E+00,+16.0258E-03
-51.5660E-03,+1.1629765E+00,+17.4613E-03
-51.4500E-03,+972.2105E-03,+18.8077E-03
-51.3340E-03,+786.6636E-03,+20.0073E-03
-51.2180E-03,+601.1167E-03,+21.0666E-03
-51.1020E-03,+415.5699E-03,+22.0237E-03
-50.9860E-03,+230.0230E-03,+22.8916E-03
-50.8700E-03,+49.0226E-03,+23.6572E-03
-50.7540E-03,-126.7587E-03,+24.3337E-03
-50.6380E-03,-302.5399E-03,+24.9080E-03
-50.5220E-03,-473.7747E-03,+25.4376E-03
-50.4060E-03,-644.3368E-03,+25.9161E-03
-50.2900E-03,-820.1180E-03,+26.3501E-03
-50.1740E-03,-1.0004458E+00,+26.7329E-03
-50.0580E-03,-1.1814462E+00,+27.0712E-03
-49.9420E-03,-1.3617739E+00,+27.3137E-03
-49.8260E-03,-1.5427743E+00,+27.4606E-03
-49.7100E-03,-1.7185555E+00,+27.5563E-03
-49.5940E-03,-1.8988833E+00,+27.6074E-03
-49.4780E-03,-2.0798837E+00,+27.6074E-03
-49.3620E-03,-2.2556649E+00,+27.5629E-03
-49.2460E-03,-2.4268997E+00,+27.4672E-03
-49.1300E-03,-2.5974618E+00,+27.3269E-03
-49.0140E-03,-2.7777895E+00,+27.1355E-03
-48.8980E-03,-2.9542434E+00,+26.8995E-03
-48.7820E-03,-3.1202590E+00,+26.5679E-03
-48.6660E-03,-3.2908212E+00,+26.1851E-03
-48.5500E-03,-3.4575094E+00,+25.7577E-03
-48.4340E-03,-3.6183059E+00,+25.2792E-03
-48.3180E-03,-3.7797751E+00,+24.7561E-03
-48.2020E-03,-3.9451180E+00,+24.1373E-03
-48.0860E-03,-4.1118063E+00,+23.4674E-03
-47.9700E-03,-4.2726028E+00,+22.7529E-03
-47.8540E-03,-4.4431649E+00,+21.9427E-03
-47.7380E-03,-4.6098532E+00,+21.0369E-03
-47.6220E-03,-4.7706497E+00,+20.0798E-03
-47.5060E-03,-4.9412118E+00,+19.0337E-03
-47.3900E-03,-5.1079001E+00,+17.8407E-03
-47.2740E-03,-5.2686965E+00,+16.5966E-03
-47.1580E-03,-5.4347122E+00,+15.2633E-03
-47.0420E-03,-5.6007278E+00,+13.7832E-03
-46.9260E-03,-5.7621969E+00,+12.2074E-03
-46.8100E-03,-5.9184469E+00,+10.4468E-03
-46.6940E-03,-6.0746969E+00,+8.4436E-03
-46.5780E-03,-6.2309469E+00,+6.2936E-03
-46.4620E-03,-6.3826504E+00,+4.0479E-03
-46.3460E-03,-6.5291348E+00,+1.5728E-03
-46.2300E-03,-6.6756192E+00,-1.1960E-03
-46.1140E-03,-6.8266501E+00,-4.2899E-03
-45.9980E-03,-6.9783536E+00,-7.9069E-03
-45.8820E-03,-7.1248379E+00,-12.0980E-03
-45.7660E-03,-7.2713223E+00,-16.9525E-03
-45.6500E-03,-7.4178067E+00,-22.5281E-03
-45.5340E-03,-7.5597446E+00,-28.6844E-03
-45.4180E-03,-7.6691844E+00,-34.4282E-03
-45.3020E-03,-7.7063910E+00,-37.2661E-03
-45.1860E-03,-7.6784394E+00,-37.0251E-03
-45.0700E-03,-7.6250648E+00,-35.9344E-03
-44.9540E-03,-7.5664711E+00,-34.6458E-03
-44.8380E-03,-7.5033308E+00,-33.3059E-03
-44.7220E-03,-7.4349715E+00,-31.9215E-03
-44.6060E-03,-7.3666121E+00,-30.4860E-03
-44.4900E-03,-7.3027992E+00,-29.0059E-03
-44.3740E-03,-7.2396590E+00,-27.5192E-03
-44.2580E-03,-7.1758461E+00,-26.1282E-03
-44.1420E-03,-7.1127058E+00,-24.8774E-03
-44.0260E-03,-7.0488929E+00,-23.7290E-03
-43.9100E-03,-6.9902992E+00,-22.5806E-03
-43.7940E-03,-6.9317054E+00,-21.4767E-03
-43.6780E-03,-6.8731117E+00,-20.4685E-03
-43.5620E-03,-6.8145179E+00,-19.5560E-03
-43.4460E-03,-6.7604707E+00,-18.7393E-03
-43.3300E-03,-6.7070961E+00,-17.9736E-03
-43.2140E-03,-6.6530488E+00,-17.2526E-03
-43.0980E-03,-6.6042207E+00,-16.5826E-03
-42.9820E-03,-6.5553926E+00,-15.9127E-03
-42.8660E-03,-6.5111109E+00,-15.2428E-03
-42.7500E-03,-6.4675019E+00,-14.6174E-03
-42.6340E-03,-6.4186738E+00,-14.0878E-03
-42.5180E-03,-6.3743922E+00,-13.6093E-03
-42.4020E-03,-6.3353297E+00,-13.1307E-03
-42.2860E-03,-6.2962672E+00,-12.6522E-03
-42.1700E-03,-6.2526582E+00,-12.2183E-03
-42.0540E-03,-6.2083765E+00,-11.8800E-03
-41.9380E-03,-6.1693140E+00,-11.5483E-03
-41.8220E-03,-6.1302515E+00,-11.2101E-03
-41.7060E-03,-6.0957355E+00,-10.9230E-03
-41.5900E-03,-6.0618922E+00,-10.6359E-03
-41.4740E-03,-6.0228297E+00,-10.3933E-03
-41.3580E-03,-5.9883137E+00,-10.1573E-03
-41.2420E-03,-5.9544703E+00,-9.9148E-03
-41.1260E-03,-5.9154078E+00,-9.7234E-03
-41.0100E-03,-5.8808918E+00,-9.5320E-03
-40.8940E-03,-5.8515949E+00,-9.3406E-03
-40.7780E-03,-5.8177515E+00,-9.1492E-03
-40.6620E-03,-5.7832355E+00,-9.0023E-03
-40.5460E-03,-5.7539387E+00,-8.8621E-03
-40.4300E-03,-5.7246418E+00,-8.7152E-03
-40.3140E-03,-5.6953449E+00,-8.5750E-03
-40.1980E-03,-5.6660480E+00,-8.4281E-03
-40.0820E-03,-5.6367512E+00,-8.3324E-03
-39.9660E-03,-5.6074543E+00,-8.2367E-03
-39.8500E-03,-5.5781574E+00,-8.1410E-03
-39.7340E-03,-5.5488605E+00,-8.0453E-03
-39.6180E-03,-5.5195637E+00,-7.9496E-03
-39.5020E-03,-5.4902668E+00,-7.8539E-03
-39.3860E-03,-5.4609699E+00,-7.7582E-03
-39.2700E-03,-5.4316730E+00,-7.7070E-03
-39.1540E-03,-5.4023762E+00,-7.6625E-03
-39.0380E-03,-5.3730793E+00,-7.5668E-03
-38.9220E-03,-5.3437824E+00,-7.4711E-03
-38.8060E-03,-5.3190320E+00,-7.4199E-03
-38.6900E-03,-5.2949543E+00,-7.3754E-03
-38.5740E-03,-5.2702039E+00,-7.3242E-03
-38.4580E-03,-5.2461262E+00,-7.2797E-03
-38.3420E-03,-5.2168293E+00,-7.2285E-03
-38.2260E-03,-5.1920789E+00,-7.1840E-03
-38.1100E-03,-5.1680012E+00,-7.1328E-03
-37.9940E-03,-5.1432508E+00,-7.0883E-03
-37.8780E-03,-5.1237195E+00,-7.0371E-03
-37.7620E-03,-5.0996418E+00,-6.9926E-03
-37.6460E-03,-5.0748914E+00,-6.9414E-03
-37.5300E-03,-5.0553601E+00,-6.9414E-03
-37.4140E-03,-5.0358289E+00,-6.8969E-03
-37.2980E-03,-5.0162976E+00,-6.8457E-03
-37.1820E-03,-4.9922199E+00,-6.8011E-03
-37.0660E-03,-4.9674695E+00,-6.7500E-03
-36.9500E-03,-4.9433918E+00,-6.7500E-03
-36.8340E-03,-4.9186414E+00,-6.7054E-03
-36.7180E-03,-4.8945637E+00,-6.6543E-03
-36.6020E-03,-4.8698133E+00,-6.6543E-03
-36.4860E-03,-4.8457355E+00,-6.6543E-03
-36.3700E-03,-4.8209851E+00,-6.6097E-03
-36.2540E-03,-4.8014539E+00,-6.5586E-03
-36.1380E-03,-4.7773762E+00,-6.5586E-03
-36.0220E-03,-4.7526258E+00,-6.5586E-03
-35.9060E-03,-4.7330945E+00,-6.5140E-03
-35.7900E-03,-4.7090168E+00,-6.4629E-03
-35.6740E-03,-4.6842664E+00,-6.4629E-03
-35.5580E-03,-4.6647351E+00,-6.4629E-03
-35.4420E-03,-4.6452039E+00,-6.4629E-03
-35.3260E-03,-4.6302191E+00,-6.4183E-03
-35.2100E-03,-4.6159070E+00,-6.3672E-03
-35.0940E-03,-4.5963758E+00,-6.3672E-03
-34.9780E-03,-4.5768445E+00,-6.3672E-03
-34.8620E-03,-4.5573133E+00,-6.3672E-03
-34.7460E-03,-4.5377820E+00,-6.3226E-03
-34.6300E-03,-4.5137043E+00,-6.2715E-03
-34.5140E-03,-4.4889539E+00,-6.2715E-03
-34.3980E-03,-4.4694226E+00,-6.2715E-03
-34.2820E-03,-4.4498914E+00,-6.2715E-03
-34.1660E-03,-4.4303601E+00,-6.2715E-03
-34.0500E-03,-4.4108289E+00,-6.2269E-03
-33.9340E-03,-4.3912976E+00,-6.1758E-03
-33.8180E-03,-4.3717664E+00,-6.1758E-03
-33.7020E-03,-4.3522351E+00,-6.1758E-03
-33.5860E-03,-4.3327039E+00,-6.1758E-03
-33.4700E-03,-4.3131726E+00,-6.1758E-03
-33.3540E-03,-4.2936414E+00,-6.1312E-03
-33.2380E-03,-4.2741101E+00,-6.0801E-03
-33.1220E-03,-4.2545789E+00,-6.0801E-03
-33.0060E-03,-4.2350476E+00,-6.0801E-03
-32.8900E-03,-4.2155164E+00,-6.0801E-03
-32.7740E-03,-4.1959851E+00,-6.0801E-03
-32.6580E-03,-4.1764539E+00,-6.0801E-03
-32.5420E-03,-4.1569226E+00,-6.0801E-03
-32.4260E-03,-4.1419379E+00,-6.0355E-03
