1,2,3
-57.2500E-03,+11.0744132E+00,+7.6828E-03
-57.1340E-03,+10.8895390E+00,+8.1711E-03
-57.0180E-03,+10.6987730E+00,+8.6139E-03
-56.9020E-03,+10.5041331E+00,+9.0045E-03
-56.7860E-03,+10.3036015E+00,+9.3497E-03
-56.6700E-03,+10.1037425E+00,+9.6426E-03
-56.5540E-03,+9.8986644E+00,+9.9356E-03
-56.4380E-03,+9.6890398E+00,+10.1831E-03
-56.3220E-03,+9.4832890E+00,+10.3330E-03
-56.2060E-03,+9.2834300E+00,+10.4306E-03
-56.0900E-03,+9.0783519E+00,+10.5283E-03
-55.9740E-03,+8.8687273E+00,+10.5805E-03
-55.8580E-03,+8.6538835E+00,+10.5350E-03
-55.7420E-03,+8.4390398E+00,+10.4373E-03
-55.6260E-03,+8.2287425E+00,+10.2942E-03
-55.5100E-03,+8.0236644E+00,+10.0989E-03
-55.3940E-03,+7.8140398E+00,+9.8581E-03
-55.2780E-03,+7.6037425E+00,+9.5197E-03
-55.1620E-03,+7.4032109E+00,+9.1291E-03
-55.0460E-03,+7.1988054E+00,+8.6930E-03
-54.9300E-03,+6.9885081E+00,+8.1592E-03
-54.8140E-03,+6.7834300E+00,+7.5733E-03
-54.6980E-03,+6.5738054E+00,+6.9419E-03
-54.5820E-03,+6.3589616E+00,+6.2128E-03
-54.4660E-03,+6.1441179E+00,+5.3861E-03
-54.3500E-03,+5.9383671E+00,+4.5072E-03
-54.2340E-03,+5.7385081E+00,+3.5829E-03
-54.1180E-03,+5.5334300E+00,+2.5608E-03
-54.0020E-03,+5.3283519E+00,+1.4411E-03
-53.8860E-03,+5.1187273E+00,+223.8E-06
-53.7700E-03,+4.9084300E+00,-1.1367E-03
-53.6540E-03,+4.6988054E+00,-2.6924E-03
-53.5380E-03,+4.4930546E+00,-4.3981E-03
-53.4220E-03,+4.2841027E+00,-6.2468E-03
-53.3060E-03,+4.0731327E+00,-8.3363E-03
-53.1900E-03,+3.8732738E+00,-10.7188E-03
-53.0740E-03,+3.6681956E+00,-13.4397E-03
-52.9580E-03,+3.4631175E+00,-16.5513E-03
-52.8420E-03,+3.2625859E+00,-20.0534E-03
-52.7260E-03,+3.0672734E+00,-24.0826E-03
-52.6100E-03,+2.8719609E+00,-28.8409E-03
-52.4940E-03,+2.6766484E+00,-34.3804E-03
-52.3780E-03,+2.4858824E+00,-40.9739E-03
-52.2620E-03,+2.3003355E+00,-49.1165E-03
-52.1460E-03,+2.1147886E+00,-59.2897E-03
-52.0300E-03,+1.9246952E+00,-71.9430E-03
-51.9140E-03,+1.7339292E+00,-87.7332E-03
-51.7980E-03,+1.5438359E+00,-106.7797E-03
-51.6820E-03,+1.3530699E+00,-123.6957E-03
-51.5660E-03,+1.1675230E+00,-126.9866E-03
-51.4500E-03,+981.9761E-03,-113.3680E-03
-51.3340E-03,+796.4292E-03,-93.2694E-03
-51.2180E-03,+610.8824E-03,-75.5045E-03
-51.1020E-03,+425.3355E-03,-61.2889E-03
-50.9860E-03,+235.2421E-03,-49.8279E-03
-50.8700E-03,+49.0226E-03,-40.6719E-03
-50.7540E-03,-126.7587E-03,-33.3460E-03
-50.6380E-03,-302.5399E-03,-27.2577E-03
-50.5220E-03,-473.7747E-03,-22.1005E-03
-50.4060E-03,-644.3368E-03,-17.6858E-03
-50.2900E-03,-820.1180E-03,-13.8570E-03
-50.1740E-03,-995.8993E-03,-10.5687E-03
-50.0580E-03,-1.1762270E+00,-7.7232E-03
-49.9420E-03,-1.3572274E+00,-5.2229E-03
-49.8260E-03,-1.5375551E+00,-3.0156E-03
-49.7100E-03,-1.7185555E+00,-1.1012E-03
-49.5940E-03,-1.8988833E+00,+611.2E-06
-49.4780E-03,-2.0753372E+00,+2.1804E-03
-49.3620E-03,-2.2504458E+00,+3.5998E-03
-49.2460E-03,-2.4268997E+00,+4.8760E-03
-49.1300E-03,-2.5974618E+00,+6.0479E-03
-49.0140E-03,-2.7777895E+00,+7.1289E-03
-48.8980E-03,-2.9542434E+00,+8.1054E-03
-48.7820E-03,-3.1202590E+00,+9.0365E-03
-48.6660E-03,-3.2862747E+00,+9.8700E-03
-48.5500E-03,-3.4522903E+00,+10.5603E-03
-48.4340E-03,-3.6183059E+00,+11.1462E-03
-48.3180E-03,-3.7797751E+00,+11.7322E-03
-48.2020E-03,-3.9451180E+00,+12.2272E-03
-48.0860E-03,-4.1118063E+00,+12.6178E-03
-47.9700E-03,-4.2771493E+00,+12.9630E-03
